"GeneName","n_eqtl","min_p","islet_available"
"PON2",1,1.27412e-15,TRUE
"AC004012.1",1,6.2262e-08,TRUE
"ASB4",1,4.29647e-14,TRUE
"DYNC1I1",1,2.15468e-06,TRUE
"KPNA7",1,1.53308e-06,TRUE
"GS1-259H13.2",1,3.32219e-06,TRUE
"CYP3A5",1,2.608e-08,TRUE
"TRIM4",1,2.37935e-38,TRUE
"FAAH",2,3.70319e-09,TRUE
"SLC2A1-AS1",4,1.44404e-37,TRUE
"ZSCAN21",1,6.06596e-17,TRUE
"AP4M1",1,5.92757e-08,TRUE
"CNPY4",1,1.10382e-07,TRUE
"MBLAC1",1,6.89057e-09,TRUE
"STAG3",1,3.25789e-10,TRUE
"PILRB",1,9.58933e-17,TRUE
"PILRA",1,4.00582e-23,TRUE
"UFSP1",1,7.77924e-07,TRUE
"ACHE",1,1.08323e-08,TRUE
"NAT16",1,5.88896e-45,TRUE
"CLDN15",1,3.21278e-29,TRUE
"ORAI2",1,8.46542e-09,TRUE
"LRWD1",1,4.12503e-16,TRUE
"RASA4B",1,1.01426e-08,TRUE
"POLR2J3",1,8.62204e-17,TRUE
"RP11-514P8.7",1,3.8929e-20,TRUE
"RASA4",1,1.4115e-11,TRUE
"UPK3BL",1,1.40525e-20,TRUE
"RP11-514P8.6",1,7.95924e-09,TRUE
"POLR2J2",2,2.84616e-22,TRUE
"RELN",1,1.69149e-09,TRUE
"PUS7",1,6.74743e-09,TRUE
"RINT1",1,6.28209e-08,TRUE
"CDHR3",1,2.40526e-11,TRUE
"PRKAR2B",1,4.2744e-17,TRUE
"LSMEM1",1,2.4195e-06,TRUE
"TES",1,2.25301e-11,TRUE
"CAV2",1,3.6104e-18,TRUE
"CAV1",1,5.75725e-08,TRUE
"CTTNBP2",1,2.06827e-08,TRUE
"ANKRD7",1,7.76044e-07,TRUE
"TSPAN12",1,7.72429e-46,TRUE
"ING3",1,1.0266e-11,TRUE
"CPED1",1,3.48054e-06,TRUE
"FAM3C",1,6.64091e-17,TRUE
"CADPS2",1,1.92969e-10,TRUE
"GPR37",1,2.26222e-09,TRUE
"ZNF800",1,2.87236e-06,TRUE
"CEP120",1,1.88564e-06,TRUE
"ALDH7A1",1,7.0239e-17,TRUE
"MEGF10",1,1.95746e-07,TRUE
"PRRC1",1,1.11959e-06,TRUE
"CTC-228N24.3",1,9.9456e-33,TRUE
"SLC27A6",1,2.66359e-18,TRUE
"FBN2",1,1.70603e-13,TRUE
"SLC22A5",1,3.86691e-22,TRUE
"GRM8",2,3.71887e-11,TRUE
"ACSL6",2,5.90763e-13,TRUE
"PDLIM4",2,1.38044e-15,TRUE
"RAD50",1,1.64566e-08,TRUE
"SHROOM1",1,1.04845e-07,TRUE
"HSPA4",1,3.46472e-11,TRUE
"FSTL4",1,2.89309e-10,TRUE
"VDAC1",1,7.30262e-08,TRUE
"CDKN2AIPNL",1,9.90441e-07,TRUE
"SAR1B",1,1.01915e-07,TRUE
"CAMLG",1,1.24862e-07,TRUE
"NME5",1,2.85935e-16,TRUE
"GFRA3",1,2.99159e-06,TRUE
"PROB1",1,3.49843e-11,TRUE
"TMEM173",1,3.59006e-09,TRUE
"CYSTM1",1,9.91441e-10,TRUE
"SRA1",1,6.20401e-11,TRUE
"CD14",1,4.07718e-08,TRUE
"DND1",1,1.01428e-07,TRUE
"PCDHB2",1,1.5325e-16,TRUE
"PCDHB3",1,1.87704e-08,TRUE
"PCDHB8",1,1.06032e-80,TRUE
"PCDHB16",1,3.05391e-44,TRUE
"PCDHB12",1,2.1542e-07,TRUE
"PCDHB13",1,1.40831e-10,TRUE
"PCDHB14",1,7.60766e-09,TRUE
"KIAA0141",1,2.70179e-15,TRUE
"RNF14",1,9.66662e-07,TRUE
"NDFIP1",1,1.89759e-08,TRUE
"LARS",1,5.38831e-13,TRUE
"HSD3B7",1,2.03907e-27,TRUE
"KAT8",1,1.86907e-08,TRUE
"CBLN1",1,3.72173e-09,TRUE
"CTD-2034I21.2",1,1.98525e-13,TRUE
"RP11-44F14.2",1,6.68818e-26,TRUE
"RP11-44F14.8",1,1.48042e-31,TRUE
"IRX3",1,2.22129e-06,TRUE
"CES1",1,1.16741e-12,TRUE
"BBS2",1,2.09227e-27,TRUE
"MT1E",1,6.19121e-12,TRUE
"NLRC5",1,2.77377e-06,TRUE
"GPR114",1,3.39206e-16,TRUE
"GPR97",1,4.49559e-12,TRUE
"CSNK2A2",1,2.31806e-06,TRUE
"CCDC113",1,3.3566e-09,TRUE
"CDH8",1,2.66719e-08,TRUE
"LINC00920",1,2.3527e-12,TRUE
"RP11-403P17.3",1,8.19346e-09,TRUE
"TK2",1,2.09855e-12,TRUE
"CMTM3",1,4.09095e-06,TRUE
"PARD6A",1,5.96552e-06,TRUE
"AC005355.2",2,3.76171e-07,TRUE
"GOT2",2,2.99205e-15,TRUE
"ENKD1",1,9.30091e-06,TRUE
"NFATC3",1,1.47441e-06,TRUE
"C10orf11",1,9.90696e-11,TRUE
"DLG5",1,3.51626e-17,TRUE
"SFTPA2",1,1.20395e-08,TRUE
"SFTPA1",1,1.03965e-15,TRUE
"RP11-506M13.3",1,6.55701e-14,TRUE
"NUTM2B",1,7.94472e-28,TRUE
"RP11-182L21.6",1,6.77586e-09,TRUE
"RP11-479O17.10",1,1.50259e-07,TRUE
"PLAC9",1,9.15824e-11,TRUE
"MAT1A",1,1.43909e-10,TRUE
"FAM213A",1,7.10963e-19,TRUE
"RP11-137H2.6",1,3.92355e-11,TRUE
"NRG3",1,8.6689e-15,TRUE
"CDHR1",1,3.1099e-20,TRUE
"GRID1",1,1.58799e-10,TRUE
"ADIRF",1,1.16538e-12,TRUE
"NUTM2A",1,1.62189e-20,TRUE
"FAS",1,1.01174e-07,TRUE
"IFIT5",1,3.71854e-13,TRUE
"LINC00865",1,1.5217e-74,TRUE
"PPP1R3C",1,1.79033e-11,TRUE
"FRA10AC1",1,1.25229e-35,TRUE
"HELLS",1,1.95426e-06,TRUE
"PDLIM1",1,5.45537e-17,TRUE
"ALDH18A1",1,1.29135e-10,TRUE
"ENTPD1",1,3.41732e-06,TRUE
"SLIT1",1,5.73692e-11,TRUE
"ARHGAP19-SLIT1",1,1.10509e-09,TRUE
"RRP12",1,1.38993e-29,TRUE
"PGAM1",1,2.16989e-22,TRUE
"MORN4",1,2.591e-15,TRUE
"MARVELD1",1,5.4204e-12,TRUE
"HPS1",1,5.64488e-07,TRUE
"COX15",1,1.19049e-07,TRUE
"CWF19L1",1,5.74383e-36,TRUE
"BLOC1S2",1,2.16132e-13,TRUE
"SEMA4G",1,2.80601e-09,TRUE
"MRPL43",1,1.50018e-06,TRUE
"RP11-498P14.5",1,4.26946e-55,TRUE
"FOXE1",1,7.63625e-08,TRUE
"C9orf156",1,3.16249e-11,TRUE
"CORO2A",1,2.87715e-12,TRUE
"COL15A1",1,8.56042e-07,TRUE
"STX17",1,3.55184e-09,TRUE
"SFTPD",2,2.88927e-08,TRUE
"LINC00863",2,5.88735e-07,TRUE
"CYP2C9",2,1.45217e-22,TRUE
"TCTN3",2,8.56186e-16,TRUE
"TEX10",1,2.20876e-06,TRUE
"LPPR1",1,8.24335e-07,TRUE
"SMC2",1,1.67023e-17,TRUE
"NIPSNAP3A",1,1.0566e-11,TRUE
"TMEM38B",1,2.75835e-15,TRUE
"CTNNAL1",1,3.06618e-20,TRUE
"TMEM245",1,4.13501e-24,TRUE
"FRRS1L",1,9.60564e-10,TRUE
"DNAJC25",1,1.43045e-26,TRUE
"DNAJC25-GNG10",1,2.33617e-34,TRUE
"GNG10",1,3.17791e-34,TRUE
"C9orf84",1,2.96379e-06,TRUE
"SUSD1",1,6.12417e-07,TRUE
"HSDL2",1,2.31544e-16,TRUE
"SNX30",1,5.20521e-07,TRUE
"ZNF883",1,3.21235e-16,TRUE
"ZFP37",1,4.19455e-10,TRUE
"CDC26",1,9.92233e-41,TRUE
"RNF183",1,6.96585e-07,TRUE
"BSPRY",1,9.14726e-08,TRUE
"ALAD",1,1.87005e-06,TRUE
"C9orf43",1,1.14452e-10,TRUE
"POLE3",1,3.51806e-12,TRUE
"AMBP",1,7.46495e-16,TRUE
"C9orf91",1,1.56629e-06,TRUE
"TNC",1,5.9385e-08,TRUE
"FBXW2",1,3.79299e-06,TRUE
"PSMD5",1,1.8722e-14,TRUE
"TTLL11",1,2.39182e-08,TRUE
"PTGS1",1,5.6326e-09,TRUE
"CRB2",1,1.77158e-07,TRUE
"DENND1A",1,1.52805e-07,TRUE
"NEK6",1,9.60351e-12,TRUE
"ARPC5L",1,9.24105e-07,TRUE
"MVB12B",1,1.76915e-06,TRUE
"SLC2A8",1,1.62047e-19,TRUE
"ZNF79",1,1.89117e-11,TRUE
"RPL12",1,2.78412e-14,TRUE
"FPGS",1,5.23128e-06,TRUE
"AK1",1,1.86119e-18,TRUE
"NAIF1",1,5.62309e-07,TRUE
"KLHL8",1,4.4565e-09,TRUE
"HSD17B11",1,2.66551e-25,TRUE
"NUDT9",1,1.93834e-07,TRUE
"SPARCL1",1,4.96655e-10,TRUE
"RP11-10L7.1",1,1.39805e-23,TRUE
"HERC3",1,3.21574e-07,TRUE
"INVS",2,5.17724e-11,TRUE
"SPP1",2,6.87926e-07,TRUE
"ABCG2",2,1.53565e-24,TRUE
"NAP1L5",1,4.63503e-09,TRUE
"MMRN1",1,1.52968e-06,TRUE
"TSPAN5",1,7.55291e-09,TRUE
"RP11-571L19.8",1,1.72077e-07,TRUE
"ADH5",1,6.97346e-15,TRUE
"ADH6",1,3.61091e-10,TRUE
"ADH1A",1,7.39439e-11,TRUE
"AP001816.1",1,3.13502e-07,TRUE
"MANBA",1,3.55444e-10,TRUE
"BDH2",1,4.74017e-23,TRUE
"GSTCD",1,2.10208e-07,TRUE
"NPNT",1,3.56101e-11,TRUE
"TBCK",1,4.31688e-11,TRUE
"CCDC109B",1,1.81053e-06,TRUE
"C4orf32",1,2.51775e-07,TRUE
"TIFA",1,5.72848e-07,TRUE
"ANK2",1,8.35323e-08,TRUE
"UGT8",1,4.10495e-06,TRUE
"NDST3",1,5.25144e-07,TRUE
"SNHG8",1,1.77634e-31,TRUE
"PRSS12",1,3.14538e-07,TRUE
"RP11-384K6.6",1,3.15029e-14,TRUE
"METTL14",1,4.60078e-06,TRUE
"SEC24D",1,2.62411e-07,TRUE
"PRDM5",1,1.25063e-08,TRUE
"ANXA5",1,2.99549e-24,TRUE
"RP11-420A23.1",1,6.26378e-09,TRUE
"RP11-130C6.1",1,2.31487e-07,TRUE
"C4orf33",1,9.96134e-34,TRUE
"PSMD13",1,2.01066e-12,TRUE
"SIRT3",1,1.66036e-06,TRUE
"ATHL1",1,4.88252e-27,TRUE
"IFITM2",1,7.6742e-08,TRUE
"IFITM3",1,5.48406e-08,TRUE
"ANO9",1,7.70573e-08,TRUE
"HRAS",1,3.93028e-07,TRUE
"PDDC1",1,1.43612e-08,TRUE
"AP006621.5",1,7.43768e-07,TRUE
"EFCAB4A",1,1.5509e-09,TRUE
"CD151",1,5.67762e-43,TRUE
"CHID1",1,5.48956e-13,TRUE
"RP13-870H17.3",1,1.95209e-07,TRUE
"TOLLIP",1,5.5709e-07,TRUE
"KRTAP5-2",1,4.88455e-11,TRUE
"CD81",1,2.30299e-12,TRUE
"NAP1L4",1,6.80973e-07,TRUE
"RP11-184M15.2",2,1.00827e-18,TRUE
"TMEM80",2,4.11521e-36,TRUE
"TSPAN4",2,9.58933e-09,TRUE
"TH",2,2.43116e-10,TRUE
"CARS",1,1.0724e-06,TRUE
"MRGPRE",1,1.51977e-09,TRUE
"STIM1",1,1.88231e-06,TRUE
"RRM1",1,5.031e-19,TRUE
"TRIM6",1,7.76985e-10,TRUE
"CNGA4",1,2.21626e-10,TRUE
"PRKCDBP",1,1.86444e-09,TRUE
"SMPD1",1,4.64155e-09,TRUE
"TIMM10B",1,1.87668e-06,TRUE
"RRP8",1,3.59331e-09,TRUE
"TPP1",1,8.57701e-18,TRUE
"PPFIBP2",1,2.42538e-10,TRUE
"CYB5R2",1,1.04519e-09,TRUE
"EIF3F",1,5.62277e-12,TRUE
"TRIM66",1,8.61388e-38,TRUE
"RPL27A",1,1.10149e-06,TRUE
"TMEM9B",1,7.62404e-08,TRUE
"SCUBE2",1,1.2326e-22,TRUE
"AMPD3",1,8.29938e-10,TRUE
"RRAS2",1,8.53037e-11,TRUE
"PSMA1",1,4.44526e-07,TRUE
"CALCA",1,4.06494e-06,TRUE
"PLEKHA7",1,2.38541e-07,TRUE
"KCNJ11",1,3.44542e-06,TRUE
"USH1C",1,1.24276e-10,TRUE
"SERGEF",1,4.80688e-07,TRUE
"SAAL1",1,7.26671e-26,TRUE
"SAA1",1,4.82006e-08,TRUE
"GTF2H1",1,3.36658e-10,TRUE
"SPTY2D1",1,1.65889e-16,TRUE
"TMEM86A",1,4.21901e-14,TRUE
"IGSF22",1,1.60421e-26,TRUE
"ZDHHC13",1,4.58853e-07,TRUE
"ANO5",1,2.00675e-08,TRUE
"SLC17A6",1,4.04067e-07,TRUE
"GAS2",1,2.26435e-26,TRUE
"FANCF",1,1.64106e-18,TRUE
"SVIP",1,1.37976e-18,TRUE
"LUZP2",1,4.41202e-08,TRUE
"ANO3",1,1.61935e-20,TRUE
"LIN7C",1,4.47806e-07,TRUE
"ARL14EP",1,4.85305e-17,TRUE
"RCN1",1,9.24763e-23,TRUE
"PRRG4",1,2.95834e-06,TRUE
"TCP11L1",1,2.10173e-14,TRUE
"CSTF3",1,2.00193e-11,TRUE
"C11orf91",1,2.22581e-19,TRUE
"PKIA",1,4.48508e-08,TRUE
"ZNF215",2,3.2858e-22,TRUE
"CD59",2,1.79681e-07,TRUE
"STMN2",1,1.41985e-12,TRUE
"RP11-27N21.3",1,2.09513e-11,TRUE
"IMPA1",1,9.24112e-12,TRUE
"CHMP4C",1,8.54027e-39,TRUE
"ZFAND1",1,5.12006e-08,TRUE
"SNX16",1,1.51677e-50,TRUE
"LRRCC1",1,6.50061e-08,TRUE
"CA3",1,7.12096e-07,TRUE
"RMDN1",1,1.46854e-14,TRUE
"MMP16",1,4.45287e-19,TRUE
"RP11-37B2.1",1,6.67401e-11,TRUE
"RIPK2",1,1.46803e-13,TRUE
"OSGIN2",1,4.69104e-14,TRUE
"TMEM64",1,1.0304e-14,TRUE
"LRRC69",1,2.57889e-24,TRUE
"RAD54B",1,9.98724e-07,TRUE
"NDUFAF6",1,8.68717e-09,TRUE
"C8orf37",1,5.75012e-16,TRUE
"TSPYL5",1,1.57525e-18,TRUE
"HRSP12",1,1.84835e-12,TRUE
"COX6C",1,2.01478e-23,TRUE
"POLR2K",1,4.97403e-08,TRUE
"SPAG1",1,5.78123e-15,TRUE
"ANKRD46",1,1.5006e-06,TRUE
"YWHAZ",1,2.90706e-08,TRUE
"RP11-302J23.1",1,8.63211e-10,TRUE
"KB-1507C5.2",1,7.55389e-11,TRUE
"BAALC",1,9.14953e-09,TRUE
"FZD6",1,1.29256e-17,TRUE
"DCAF13",1,4.55645e-15,TRUE
"RP11-1C8.7",1,1.32276e-06,TRUE
"DCSTAMP",1,5.02902e-15,TRUE
"LRP12",1,9.79057e-07,TRUE
"CSNK1G1",1,1.23964e-06,TRUE
"TRIP4",1,1.47428e-14,TRUE
"SPG21",1,1.4892e-17,TRUE
"CILP",1,2.06394e-07,TRUE
"MEGF11",1,8.08602e-11,TRUE
"DIS3L",1,2.06444e-19,TRUE
"TIPIN",1,5.60987e-36,TRUE
"SMAD3",1,3.24314e-08,TRUE
"IQCH",1,1.95469e-06,TRUE
"IQCH-AS1",1,4.31159e-10,TRUE
"RP11-502I4.3",1,3.9358e-22,TRUE
"SKOR1",1,2.54155e-06,TRUE
"CORO2B",1,4.38337e-13,TRUE
"LARP6",1,5.72621e-07,TRUE
"HEXA",1,7.13239e-09,TRUE
"RP11-267M23.4",2,1.27491e-07,TRUE
"CPQ",2,2.67632e-08,TRUE
"CD276",1,1.7085e-08,TRUE
"CSK",1,1.69971e-07,TRUE
"ULK3",1,6.46727e-09,TRUE
"SCAMP5",1,4.87466e-18,TRUE
"RPP25",1,1.17243e-06,TRUE
"PPCDC",1,2.21021e-06,TRUE
"RP11-817O13.8",1,2.75417e-08,TRUE
"SNUPN",1,8.02759e-09,TRUE
"SCAPER",1,4.76589e-14,TRUE
"PSTPIP1",1,6.71379e-13,TRUE
"PEAK1",1,4.93126e-08,TRUE
"HMG20A",1,2.46281e-17,TRUE
"TBC1D2B",1,1.07127e-09,TRUE
"SH2D7",1,7.56666e-18,TRUE
"CIB2",1,8.13028e-39,TRUE
"CTSH",1,4.65812e-24,TRUE
"KIAA1024",1,1.92843e-22,TRUE
"CTC-273B12.8",1,2.93125e-12,TRUE
"FUT2",1,5.88037e-49,TRUE
"RASIP1",1,1.40842e-07,TRUE
"IZUMO1",1,8.41328e-15,TRUE
"FUT1",1,1.20701e-08,TRUE
"HRC",1,3.03451e-08,TRUE
"ALDH16A1",1,3.89567e-15,TRUE
"CTD-3148I10.9",1,4.25071e-07,TRUE
"RPL13A",1,2.32925e-07,TRUE
"PNKP",1,5.67386e-08,TRUE
"NR1H2",1,5.96337e-07,TRUE
"ASPDH",1,3.79099e-10,TRUE
"SYT3",1,7.67514e-11,TRUE
"C19orf48",1,5.99881e-08,TRUE
"KLK10",1,3.01623e-09,TRUE
"KLK11",1,7.94755e-08,TRUE
"AC018755.1",1,7.15272e-07,TRUE
"FPR1",1,2.60873e-07,TRUE
"ZNF577",1,2.19264e-11,TRUE
"ZNF649",1,1.42835e-07,TRUE
"ZNF432",1,4.09313e-07,TRUE
"ZNF836",1,1.37825e-06,TRUE
"ZNF610",1,1.47298e-07,TRUE
"ZNF880",1,4.21819e-64,TRUE
"ZNF528",1,9.6042e-32,TRUE
"ZNF534",1,1.74826e-21,TRUE
"ZNF578",1,1.95327e-09,TRUE
"ZNF83",1,6.44043e-14,TRUE
"MPI",2,2.16378e-08,TRUE
"CHRNB4",2,7.06001e-23,TRUE
"PPFIA3",2,5.90077e-09,TRUE
"CPT1C",2,1.13546e-17,TRUE
"ZNF175",2,2.71402e-24,TRUE
"ZNF600",1,7.46581e-13,TRUE
"ZNF28",1,6.77245e-09,TRUE
"ZNF468",1,1.69365e-18,TRUE
"ZNF320",1,3.47697e-19,TRUE
"CTD-2245F17.3",1,4.33174e-18,TRUE
"ZNF677",1,3.43579e-25,TRUE
"ZNF525",1,2.58146e-14,TRUE
"CTD-3105H18.14",1,4.58993e-08,TRUE
"CTD-3105H18.18",1,4.18904e-32,TRUE
"ZNF709",2,2.27041e-13,TRUE
"GCDH",1,3.16942e-10,TRUE
"MRI1",1,6.68536e-54,TRUE
"PALM3",1,1.74522e-35,TRUE
"CD97",1,9.93459e-13,TRUE
"ZNF333",1,5.88989e-23,TRUE
"AKAP8",1,2.27871e-06,TRUE
"AC004510.3",1,1.29955e-49,TRUE
"CYP4F11",1,2.58233e-44,TRUE
"RAB8A",1,2.43634e-07,TRUE
"NWD1",1,6.03944e-07,TRUE
"HAUS8",1,1.55883e-11,TRUE
"OCEL1",1,1.63687e-25,TRUE
"BABAM1",1,1.22153e-07,TRUE
"CTD-2278I10.6",1,1.71036e-07,TRUE
"MRPL34",1,9.94017e-15,TRUE
"GTPBP3",1,1.10828e-09,TRUE
"MVB12A",1,1.65113e-08,TRUE
"PGLS",1,6.00798e-11,TRUE
"B3GNT3",1,8.89585e-23,TRUE
"JAK3",1,8.40105e-10,TRUE
"MAST3",1,2.30269e-10,TRUE
"KIAA1683",1,2.18808e-07,TRUE
"PGPEP1",1,1.94453e-07,TRUE
"GLS",1,2.23722e-07,TRUE
"AC092614.2",1,9.38946e-12,TRUE
"DNAH7",1,1.86307e-13,TRUE
"ANKRD44",1,2.69187e-06,TRUE
"PLCL1",1,6.6289e-31,TRUE
"FTCDNL1",1,1.27424e-31,TRUE
"BZW1",1,4.16098e-09,TRUE
"PPIL3",1,2.69584e-88,TRUE
"NIF3L1",1,1.46731e-06,TRUE
"CASP8",1,3.98729e-18,TRUE
"ALS2",1,1.10218e-06,TRUE
"NANOS3",2,1.45794e-07,TRUE
"CYP4F12",2,1.50788e-09,TRUE
"EPS15L1",2,5.37738e-09,TRUE
"SLC39A10",2,6.67354e-10,TRUE
"ALS2CR12",2,4.00899e-09,TRUE
"FAM117B",1,2.51337e-07,TRUE
"NDUFS1",1,2.67044e-07,TRUE
"ADAM23",1,6.43739e-07,TRUE
"MDH1B",1,1.03236e-07,TRUE
"METTL21A",1,2.76412e-15,TRUE
"MAP2",1,1.91183e-06,TRUE
"CPS1",1,3.22059e-08,TRUE
"ERBB4",1,1.3213e-09,TRUE
"BARD1",1,2.49094e-14,TRUE
"ATIC",1,1.09792e-14,TRUE
"MREG",1,3.04226e-13,TRUE
"DIRC3",1,8.97472e-07,TRUE
"PNKD",1,2.78952e-06,TRUE
"TMBIM1",1,2.63604e-07,TRUE
"TTLL4",1,1.31233e-08,TRUE
"FAM134A",1,3.68878e-09,TRUE
"RP11-493E12.1",1,6.67345e-07,TRUE
"TMEM17",1,2.19216e-12,TRUE
"EHBP1",1,3.31976e-07,TRUE
"MDH1",1,7.43112e-08,TRUE
"LGALSL",1,1.4276e-09,TRUE
"CEP68",1,7.77165e-27,TRUE
"ACTR2",1,1.96697e-08,TRUE
"AC074391.1",1,3.19249e-09,TRUE
"MEIS1",1,3.1124e-07,TRUE
"C1D",1,1.02809e-07,TRUE
"PNO1",1,3.23027e-07,TRUE
"GMCL1",1,4.09708e-09,TRUE
"C2orf42",1,8.4005e-07,TRUE
"ADD2",1,2.76142e-08,TRUE
"VAX2",1,1.45015e-12,TRUE
"TEX261",1,7.10732e-07,TRUE
"FBXO41",1,2.93854e-06,TRUE
"ALMS1",1,3.4216e-09,TRUE
"TPRKB",1,7.19254e-09,TRUE
"POLE4",1,3.28606e-08,TRUE
"MRPL19",1,2.29857e-06,TRUE
"GCFC2",1,1.19778e-08,TRUE
"RP11-342K6.4",1,2.29641e-07,TRUE
"LRRTM4",1,5.71154e-08,TRUE
"REG3G",1,3.40389e-10,TRUE
"REG1B",1,3.15455e-18,TRUE
"DNAH6",1,5.9793e-09,TRUE
"TRABD2A",1,6.75903e-07,TRUE
"TGOLN2",1,1.22899e-21,TRUE
"PIKFYVE",2,2.9179e-09,TRUE
"PTH2R",2,4.20673e-06,TRUE
"SMARCAL1",2,2.47744e-13,TRUE
"SNRNP27",2,4.87056e-12,TRUE
"ATP6V1B1",2,4.27325e-10,TRUE
"RETSAT",1,1.06739e-08,TRUE
"CAPG",1,8.68194e-14,TRUE
"VAMP8",1,5.94188e-11,TRUE
"VAMP5",1,5.19549e-08,TRUE
"POLR1A",1,2.68988e-13,TRUE
"RAB15",1,3.69799e-06,TRUE
"MPP5",1,2.97222e-06,TRUE
"PLEKHH1",1,2.09328e-06,TRUE
"TMEM229B",1,2.80289e-17,TRUE
"GALNT16",1,2.93942e-07,TRUE
"PLEKHD1",1,1.27293e-09,TRUE
"COX16",1,3.72231e-15,TRUE
"PCNX",1,5.93078e-07,TRUE
"DCAF4",1,1.82077e-12,TRUE
"ACOT1",1,7.77062e-23,TRUE
"HEATR4",1,1.15789e-13,TRUE
"ACOT2",1,3.12238e-07,TRUE
"ACOT4",1,1.4481e-44,TRUE
"PTGR2",1,1.32637e-22,TRUE
"SYNDIG1L",1,5.7947e-52,TRUE
"NPC2",1,5.65597e-08,TRUE
"EIF2B2",1,9.2334e-09,TRUE
"MLH3",1,8.11694e-17,TRUE
"ANGEL1",1,1.80455e-09,TRUE
"KIAA1737",1,1.33098e-06,TRUE
"GSTZ1",1,1.08884e-17,TRUE
"SAMD15",1,2.31634e-06,TRUE
"TSHR",1,3.61677e-15,TRUE
"GALC",1,3.43379e-14,TRUE
"RP11-300J18.3",1,3.63484e-09,TRUE
"KCNK10",1,1.59543e-32,TRUE
"SPATA7",1,5.73965e-11,TRUE
"EML5",1,3.24471e-15,TRUE
"TTC8",1,2.86705e-06,TRUE
"TDP1",1,3.2158e-11,TRUE
"SLC16A2",1,3.25209e-06,TRUE
"UPRT",1,1.18142e-16,TRUE
"MAGEE2",1,2.40323e-10,TRUE
"TAF9B",1,9.10295e-06,TRUE
"ITM2A",1,1.92381e-25,TRUE
"RPS6KA6",1,1.18201e-05,TRUE
"APOOL",1,1.35185e-08,TRUE
"SATL1",1,4.42137e-09,TRUE
"POF1B",1,5.79425e-35,TRUE
"SRPX2",1,1.98652e-09,TRUE
"SYTL4",1,2.92536e-08,TRUE
"XKRX",1,3.23184e-09,TRUE
"ADAM21",2,9.90272e-08,TRUE
"LIN52",2,1.22068e-11,TRUE
"RP13-216E22.4",2,1.08615e-08,TRUE
"TRMT2B",1,2.16321e-25,TRUE
"GLA",1,1.56633e-10,TRUE
"ARMCX6",1,1.49306e-05,TRUE
"TCEAL2",1,2.09709e-48,TRUE
"TCEAL6",1,3.29729e-08,TRUE
"BEX5",1,7.2086e-09,TRUE
"SLC6A14",1,7.3357e-15,TRUE
"RP4-562J12.2",1,4.19822e-06,TRUE
"SLC25A43",1,1.12135e-13,TRUE
"ATPAF2",1,1.02159e-08,TRUE
"DRG2",1,6.99793e-07,TRUE
"ALKBH5",1,2.49235e-06,TRUE
"MIEF2",1,7.66351e-08,TRUE
"TOP3A",1,4.52888e-11,TRUE
"SHMT1",1,1.68187e-14,TRUE
"FAM106A",1,2.97484e-30,TRUE
"TRIM16L",1,3.45249e-13,TRUE
"FBXW10",1,4.71062e-07,TRUE
"TVP23B",1,6.56157e-27,TRUE
"MFAP4",1,5.5224e-07,TRUE
"SLC47A1",1,4.45089e-10,TRUE
"ULK2",1,3.40498e-06,TRUE
"WSB1",1,9.90715e-07,TRUE
"RP11-173M1.8",1,4.24769e-14,TRUE
"LGALS9",1,1.04997e-10,TRUE
"NOS2",1,4.9293e-07,TRUE
"LYRM9",1,6.70011e-08,TRUE
"VTN",1,4.34327e-07,TRUE
"PIPOX",1,2.32072e-08,TRUE
"TP53I13",1,5.62085e-07,TRUE
"NSRP1",1,5.05558e-06,TRUE
"GOSR1",1,2.31482e-07,TRUE
"CTD-2349P21.5",1,1.12056e-06,TRUE
"CTD-2349P21.9",1,9.87156e-09,TRUE
"KCNH6",1,4.52924e-08,TRUE
"DDX42",1,1.134e-12,TRUE
"PSMC5",1,1.02036e-10,TRUE
"FTSJ3",1,2.3817e-63,TRUE
"SMARCD2",1,7.3512e-06,TRUE
"LRRC37A3",1,4.34521e-06,TRUE
"PRKCA",1,7.55003e-07,TRUE
"CACNG5",1,1.29947e-06,TRUE
"KPNA2",1,6.22599e-07,TRUE
"ARSG",1,1.11027e-09,TRUE
"WIPI1",1,2.25217e-11,TRUE
"FAM20A",1,1.6151e-07,TRUE
"RP11-84E24.3",1,4.09734e-08,TRUE
"CTD-3010D24.3",1,3.10669e-19,TRUE
"DRP2",2,3.32463e-11,TRUE
"RAB40A",2,2.69681e-17,TRUE
"SLC39A11",1,2.32464e-07,TRUE
"FDXR",1,2.55532e-08,TRUE
"SUMO2",1,2.51467e-06,TRUE
"NUP85",1,2.26907e-09,TRUE
"MRPS7",1,8.12782e-12,TRUE
"MYO15B",1,5.76326e-08,TRUE
"SMIM6",1,4.25082e-07,TRUE
"TRIM47",1,1.54561e-08,TRUE
"TRIM65",1,1.22091e-06,TRUE
"FBF1",1,6.29922e-07,TRUE
"IQSEC3",1,2.11258e-09,TRUE
"CCDC77",1,1.30717e-20,TRUE
"NINJ2",1,5.36932e-11,TRUE
"TEAD4",1,1.02812e-06,TRUE
"TSPAN9",1,1.73074e-08,TRUE
"EFCAB4B",1,5.75326e-21,TRUE
"RP11-320N7.2",1,1.09622e-10,TRUE
"AKAP3",1,4.07683e-16,TRUE
"NDUFA9",1,1.12997e-07,TRUE
