"GeneName","n_eqtl","min_p","islet_available"
"SFXN3",1,1.24063e-06,TRUE
"NPM3",1,2.03238e-07,TRUE
"C10orf76",1,1.08202e-06,TRUE
"TMEM180",1,9.79472e-14,TRUE
"ARL3",1,1.49419e-07,TRUE
"SFXN2",1,2.65952e-11,TRUE
"CYP17A1",1,2.25541e-08,TRUE
"C10orf32",1,7.05539e-43,TRUE
"C10orf32-ASMT",1,2.96966e-19,TRUE
"AS3MT",1,3.43255e-13,TRUE
"CALHM2",1,4.33675e-06,TRUE
"SFR1",1,2.99838e-06,TRUE
"GSTO1",1,2.68347e-06,TRUE
"GSTO2",1,3.72274e-23,TRUE
"TCF7L2",1,2.25812e-06,TRUE
"CASP7",1,2.76468e-34,TRUE
"ADRB1",1,2.56334e-07,TRUE
"AFAP1L2",1,1.29784e-12,TRUE
"TRUB1",1,1.03753e-08,TRUE
"HSPA12A",1,4.3011e-21,TRUE
"KIAA1598",1,7.44566e-07,TRUE
"PDZD8",1,1.12582e-09,TRUE
"CACUL1",1,5.67858e-07,TRUE
"SFXN4",1,2.3666e-10,TRUE
"TSPAN15",2,7.75587e-11,TRUE
"TYSND1",2,8.1629e-07,TRUE
"PPA1",2,7.44391e-14,TRUE
"SGPL1",2,1.23598e-08,TRUE
"WDR96",2,1.50445e-06,TRUE
"TIAL1",1,4.13776e-07,TRUE
"PLEKHA1",1,1.85678e-11,TRUE
"DMBT1",1,7.07404e-13,TRUE
"IKZF5",1,2.37196e-09,TRUE
"CPXM2",1,1.77188e-08,TRUE
"CHST15",1,1.27148e-18,TRUE
"LHPP",1,1.97762e-13,TRUE
"RP11-12J10.3",1,1.61827e-15,TRUE
"METTL10",1,1.17744e-25,TRUE
"BCCIP",1,5.64885e-10,TRUE
"C10orf90",1,4.50845e-10,TRUE
"FAM196A",1,4.05494e-07,TRUE
"MGMT",1,1.57254e-36,TRUE
"JAKMIP3",1,1.08306e-13,TRUE
"DPYSL4",1,3.45175e-21,TRUE
"STK32C",1,9.52881e-11,TRUE
"LRRC27",1,1.9419e-07,TRUE
"KNDC1",1,7.7097e-07,TRUE
"PAOX",1,1.51386e-06,TRUE
"RP11-108K14.8",1,4.7461e-28,TRUE
"MTG1",1,3.24749e-25,TRUE
"RP11-339B21.14",1,8.55159e-07,TRUE
"GLE1",1,8.22299e-16,TRUE
"PKN3",1,2.24277e-07,TRUE
"C9orf114",1,2.38429e-16,TRUE
"PHYHD1",1,4.82556e-25,TRUE
"PPP2R4",1,1.98968e-07,TRUE
"CRAT",1,2.81097e-09,TRUE
"TOR1B",1,1.17661e-11,TRUE
"C9orf78",1,3.50611e-07,TRUE
"GPR107",1,1.30445e-06,TRUE
"HMCN2",1,3.27876e-09,TRUE
"ABL1",1,6.54061e-07,TRUE
"LAMC3",1,3.0492e-07,TRUE
"AIF1L",1,6.30622e-16,TRUE
"PPAPDC3",1,4.92109e-11,TRUE
"SURF6",1,7.23084e-07,TRUE
"MED22",1,1.65509e-07,TRUE
"SURF1",1,9.41e-41,TRUE
"ADAMTS13",1,1.62553e-12,TRUE
"DBH",1,2.18999e-13,TRUE
"SARDH",1,7.21625e-51,TRUE
"BRD3",1,2.70879e-09,TRUE
"UBAC1",1,2.48685e-08,TRUE
"RP11-83N9.5",1,3.78917e-12,TRUE
"UROS",2,3.12929e-19,TRUE
"RP11-339B21.15",2,2.57525e-06,TRUE
"CERCAM",2,1.64319e-08,TRUE
"ENDOG",2,7.95632e-12,TRUE
"NTNG2",2,2.00319e-08,TRUE
"QSOX2",1,2.95374e-16,TRUE
"GPSM1",1,1.02097e-14,TRUE
"DNLZ",1,2.77473e-23,TRUE
"CARD9",1,1.38024e-23,TRUE
"SNAPC4",1,1.71501e-08,TRUE
"SDCCAG3",1,2.25863e-08,TRUE
"SEC16A",1,1.23454e-10,TRUE
"EGFL7",1,1.45774e-06,TRUE
"TMEM141",1,9.37152e-11,TRUE
"RP11-216L13.17",1,3.95693e-09,TRUE
"LCN12",1,9.47159e-39,TRUE
"SAPCD2",1,6.37968e-09,TRUE
"DPP7",1,4.58041e-07,TRUE
"TMEM203",1,2.74602e-06,TRUE
"NELFB",1,3.8665e-08,TRUE
"NOXA1",1,3.02404e-06,TRUE
"EHMT1",1,1.06827e-06,TRUE
"CACNA1B",1,1.5526e-07,TRUE
"SLC25A51",1,4.09944e-09,TRUE
"SHB",1,5.82618e-10,TRUE
"ALDH1B1",1,5.94527e-26,TRUE
"IGFBPL1",1,1.10013e-06,TRUE
"PGM5",1,1.86394e-35,TRUE
"C9orf135",1,3.25922e-64,TRUE
"TMEM2",1,2.62107e-06,TRUE
"RP11-63P12.6",1,3.17715e-46,TRUE
"RP11-151D14.1",1,3.49557e-10,TRUE
"ALDH1A1",1,3.92689e-11,TRUE
"RORB",1,2.17056e-06,TRUE
"NMRK1",1,1.13084e-46,TRUE
"OSTF1",1,2.82926e-08,TRUE
"PRUNE2",1,8.3019e-30,TRUE
"C9orf64",1,1.9809e-07,TRUE
"DAPK1",1,1.79729e-06,TRUE
"CTSL",1,2.57892e-06,TRUE
"CDK20",1,1.27847e-06,TRUE
"RP11-389K14.3",1,2.18137e-21,TRUE
"SYK",1,3.02938e-08,TRUE
"ROR2",1,3.84401e-14,TRUE
"SPTLC1",1,1.26369e-10,TRUE
"CENPP",1,1.42367e-14,TRUE
"NOL8",1,4.26079e-07,TRUE
"OGN",1,2.0647e-06,TRUE
"C9orf89",1,1.55964e-08,TRUE
"WNK2",1,1.16124e-07,TRUE
"PHF2",1,1.37086e-06,TRUE
"PNPLA7",2,2.50098e-07,TRUE
"MAMDC2",2,1.65616e-10,TRUE
"PCSK5",2,7.10162e-08,TRUE
"LINC00484",2,1.42567e-10,TRUE
"RP11-307E17.8",1,1.86485e-10,TRUE
"FBP2",1,3.39498e-08,TRUE
"FBP1",1,4.45399e-07,TRUE
"ERCC6L2",1,1.09323e-13,TRUE
"HSD17B3",1,1.61189e-06,TRUE
"RP11-535M15.1",1,3.72291e-23,TRUE
"NUTM2G",1,4.48464e-07,TRUE
"CTSV",1,3.14154e-06,TRUE
"CCDC180",1,2.92363e-18,TRUE
"MGST2",1,5.62352e-09,TRUE
"TBC1D9",1,9.76125e-07,TRUE
"ZNF330",1,5.83264e-09,TRUE
"IL15",1,3.26193e-06,TRUE
"INPP4B",1,1.60137e-13,TRUE
"RP11-142A22.4",1,3.45091e-15,TRUE
"MMAA",1,3.30517e-11,TRUE
"EDNRA",1,7.56954e-20,TRUE
"PET112",1,4.27724e-15,TRUE
"TRIM2",1,1.86147e-07,TRUE
"FGB",1,3.46183e-14,TRUE
"CTSO",1,4.68918e-13,TRUE
"GRIA2",1,1.38192e-06,TRUE
"FSTL5",1,5.28203e-22,TRUE
"NPY1R",1,3.8206e-08,TRUE
"TMA16",1,8.16912e-09,TRUE
"MARCH1",1,3.68799e-11,TRUE
"RP11-294O2.2",1,6.50012e-47,TRUE
"TRIM61",1,1.16778e-11,TRUE
"SPOCK3",1,4.78791e-08,TRUE
"DDX60L",1,2.58547e-14,TRUE
"C4orf27",1,2.42963e-07,TRUE
"MFAP3L",1,1.21039e-09,TRUE
"AADAT",1,9.6534e-17,TRUE
"RP11-789C1.1",1,8.22527e-08,TRUE
"GALNTL6",1,4.22798e-09,TRUE
"HPGD",1,7.04041e-17,TRUE
"GLRA3",1,2.17956e-07,TRUE
"WDR17",1,9.57102e-09,TRUE
"ASB5",1,6.13241e-13,TRUE
"VEGFC",1,1.2227e-10,TRUE
"AGA",1,1.59016e-49,TRUE
"RP11-162G9.1",1,6.74409e-33,TRUE
"TENM3",1,1.31562e-06,TRUE
"DCTD",1,5.66272e-08,TRUE
"CDKN2AIP",1,5.16915e-08,TRUE
"RWDD4",1,1.89093e-09,TRUE
"RP11-326I11.4",1,5.95595e-24,TRUE
"MLF1IP",1,1.23007e-15,TRUE
"C4orf47",1,1.00154e-06,TRUE
"PDLIM3",1,1.06463e-10,TRUE
"FAM149A",1,2.22441e-09,TRUE
"CYP4V2",1,3.53326e-08,TRUE
"LINC01060",1,2.13487e-18,TRUE
"N4BP2",1,6.04979e-07,TRUE
"SLC30A9",1,1.66464e-10,TRUE
"ATP8A1",1,4.1271e-17,TRUE
"GUF1",1,3.35161e-10,TRUE
"GABRA2",1,2.98429e-08,TRUE
"RP11-121C2.2",1,3.00169e-06,TRUE
"NIPAL1",1,5.30998e-16,TRUE
"CNGA1",1,1.38007e-31,TRUE
"TXK",1,5.93267e-07,TRUE
"SLAIN2",1,7.75887e-07,TRUE
"SCFD2",1,4.66937e-07,TRUE
"LNX1",1,5.2542e-07,TRUE
"SRD5A3",1,4.14231e-35,TRUE
"KIAA1211",1,6.85212e-07,TRUE
"AASDH",1,2.7459e-11,TRUE
"PPAT",1,1.25729e-07,TRUE
"SRP72",1,9.99943e-20,TRUE
"THEGL",1,8.47601e-14,TRUE
"HOPX",1,5.14547e-08,TRUE
"RP11-738E22.3",1,3.13845e-11,TRUE
"CENPC",1,7.18046e-07,TRUE
"UGT2B7",1,3.45428e-09,TRUE
"UGT2B4",1,1.91656e-10,TRUE
"ODAM",1,3.83674e-09,TRUE
"ALB",1,4.3022e-06,TRUE
"PARM1",1,1.4791e-07,TRUE
"RP11-44F21.5",1,3.96366e-50,TRUE
"NAAA",1,1.65332e-48,TRUE
"CXCL11",1,5.26743e-12,TRUE
"NUP54",1,4.95305e-22,TRUE
"FAM47E",1,7.18888e-18,TRUE
"CCDC158",1,5.41629e-24,TRUE
"SEPT11",1,5.97952e-07,TRUE
"FRAS1",1,8.00557e-07,TRUE
"BMP2K",1,2.01587e-07,TRUE
"PAQR3",1,5.39858e-11,TRUE
"PRKG2",1,1.91761e-18,TRUE
"RP11-689K5.3",1,2.02632e-13,TRUE
"TMEM150C",1,3.31955e-07,TRUE
"THAP9",1,6.46778e-07,TRUE
"ARHGAP24",1,5.50093e-06,TRUE
"WRN",1,2.78246e-07,TRUE
"FUT10",1,5.44739e-35,TRUE
"AF146191.4",2,5.24514e-10,TRUE
"SPINK2",2,3.17294e-09,TRUE
"RASGEF1B",2,8.06429e-12,TRUE
"RP11-722E23.2",2,4.97708e-10,TRUE
"LSM1",1,2.95682e-06,TRUE
"PLEKHA2",1,3.94871e-07,TRUE
"ADAM32",1,7.90368e-18,TRUE
"NKX6-3",1,8.39148e-14,TRUE
"AP3M2",1,5.92652e-16,TRUE
"SMIM19",1,3.35452e-26,TRUE
"MCM4",1,1.0186e-09,TRUE
"EFCAB1",1,2.90299e-37,TRUE
"SNTG1",1,9.30106e-10,TRUE
"MRPL15",1,5.15753e-09,TRUE
"TMEM68",1,5.47561e-15,TRUE
"LYN",1,4.83849e-08,TRUE
"RP11-246K15.1",1,2.44106e-09,TRUE
"UBXN2B",1,4.58953e-14,TRUE
"GGH",1,1.03875e-21,TRUE
"CTD-3025N20.3",1,7.64773e-14,TRUE
"ADHFE1",1,5.36596e-15,TRUE
"C8orf46",1,3.98029e-08,TRUE
"TCF24",1,9.13718e-09,TRUE
"XKR9",1,1.23161e-119,TRUE
"EYA1",1,1.21512e-10,TRUE
"SBSPON",1,1.55827e-08,TRUE
"SAMD12",1,4.03756e-16,TRUE
"TNFRSF11B",1,1.69478e-07,TRUE
"MAL2",1,3.36551e-06,TRUE
"TAF2",1,2.52751e-06,TRUE
"DSCC1",1,4.13683e-27,TRUE
"WDYHV1",1,1.30441e-18,TRUE
"ANXA13",1,3.96373e-16,TRUE
"FER1L6",1,5.21734e-07,TRUE
"RP11-383J24.6",1,1.04031e-11,TRUE
"RNF139-AS1",1,4.08104e-08,TRUE
"MTSS1",1,1.83005e-06,TRUE
"POU5F1B",1,2.69285e-07,TRUE
"TG",1,7.50053e-15,TRUE
"KHDRBS3",1,3.29864e-06,TRUE
"COL22A1",1,3.18346e-09,TRUE
"DENND3",1,2.09987e-08,TRUE
"TSNARE1",1,5.6661e-08,TRUE
"THEM6",1,2.70931e-12,TRUE
"LYNX1",1,5.10631e-59,TRUE
"C8orf31",1,1.61228e-10,TRUE
"LY6H",1,1.8232e-28,TRUE
"CA8",2,5.98035e-17,TRUE
"TTPA",2,3.65838e-10,TRUE
"LACTB2",2,1.74513e-12,TRUE
"CHRAC1",2,8.66711e-08,TRUE
"PSCA",2,1.24451e-22,TRUE
"LY6K",2,9.54193e-18,TRUE
"ZC3H3",2,9.26713e-07,TRUE
"GSDMD",1,1.06608e-18,TRUE
"NAPRT1",1,8.1772e-52,TRUE
"RP11-661A12.14",1,2.82382e-08,TRUE
"ZNF707",1,4.91133e-08,TRUE
"PLEC",1,1.66353e-14,TRUE
"GRINA",1,8.72173e-07,TRUE
"KIAA1875",1,5.43597e-12,TRUE
"CPSF1",1,4.53615e-40,TRUE
"SLC39A4",1,4.00809e-06,TRUE
"VPS28",1,2.6011e-24,TRUE
"KIFC2",1,5.1609e-11,TRUE
"FOXH1",1,5.01507e-11,TRUE
"ZNF34",1,2.48794e-13,TRUE
"RPL8",1,3.36899e-24,TRUE
"CTD-2036P10.3",1,6.50119e-06,TRUE
"ADAL",1,1.35327e-23,TRUE
"ZSCAN29",1,5.58397e-06,TRUE
"CKMT1B",1,6.417e-07,TRUE
"ELL3",1,2.20191e-09,TRUE
"WDR76",1,1.32547e-07,TRUE
"CTD-2008A1.1",1,1.49191e-25,TRUE
"SORD",1,2.91951e-11,TRUE
"SPATA5L1",1,1.25474e-24,TRUE
"SEMA6D",1,4.32643e-09,TRUE
"DTWD1",1,6.54395e-07,TRUE
"CTD-3110H11.1",1,6.89232e-32,TRUE
"GLDN",1,3.36396e-06,TRUE
"RP11-430B1.2",1,1.40729e-09,TRUE
"MYO5C",1,8.72238e-21,TRUE
"MYO5A",1,7.49412e-10,TRUE
"ARPP19",1,2.48855e-07,TRUE
"WDR72",1,1.27367e-18,TRUE
"DYX1C1",1,2.11561e-07,TRUE
"TEX9",1,3.81614e-08,TRUE
"GCOM1",1,4.72726e-15,TRUE
"MYZAP",1,3.07193e-16,TRUE
"POLR2M",1,4.47794e-08,TRUE
"LIPC",1,8.87284e-11,TRUE
"ADAM10",1,1.37402e-07,TRUE
"NARG2",1,7.78804e-08,TRUE
"TPM1",1,5.21184e-25,TRUE
"APH1B",1,1.96051e-06,TRUE
"DAPK2",1,1.92179e-19,TRUE
"SNX1",1,8.93491e-07,TRUE
"BCKDHA",1,8.92661e-10,TRUE
"EXOSC5",1,8.02243e-08,TRUE
"B3GNT8",1,1.56517e-08,TRUE
"AC006129.4",1,3.16135e-06,TRUE
"SLC28A2",2,2.07532e-23,TRUE
"CYP19A1",2,2.26199e-07,TRUE
"CXCL17",1,2.57988e-08,TRUE
"PSG5",1,7.90416e-07,TRUE
"PSG4",1,3.72283e-32,TRUE
"PHLDB3",1,4.11157e-12,TRUE
"ZNF575",1,2.42985e-17,TRUE
"PINLYP",1,3.56868e-09,TRUE
"SMG9",1,8.62916e-07,TRUE
"ZNF283",1,2.08875e-10,TRUE
"ZNF404",1,1.4962e-11,TRUE
"RP11-15A1.3",1,1.41695e-11,TRUE
"ZNF155",1,2.67878e-34,TRUE
"ZNF223",2,2.19385e-07,TRUE
"ZNF234",1,8.25443e-07,TRUE
"PVR",1,3.57147e-08,TRUE
"APOC1",1,1.2505e-08,TRUE
"GEMIN7",1,3.32888e-12,TRUE
"PPM1N",1,6.06786e-11,TRUE
"IGFL4",1,4.78636e-07,TRUE
"AC006262.5",1,2.34269e-06,TRUE
"CCDC8",1,8.24355e-35,TRUE
"PNMAL1",1,1.75467e-53,TRUE
"PNMAL2",1,7.56027e-07,TRUE
"FKRP",1,7.26485e-10,TRUE
"SLC1A5",1,5.18499e-07,TRUE
"AP2S1",1,4.0139e-07,TRUE
"C5AR1",1,3.42063e-07,TRUE
"DHX34",1,1.16435e-06,TRUE
"MEIS3",1,2.63077e-37,TRUE
"PLA2G4C",1,1.3944e-06,TRUE
"ZNF114",1,1.41145e-07,TRUE
"EMP3",1,4.34232e-09,TRUE
"CCDC114",1,2.10415e-06,TRUE
"TUBGCP5",1,1.48228e-10,TRUE
"PWRN1",1,3.05526e-15,TRUE
"SNORD116-20",1,6.82387e-24,TRUE
"GABRA5",1,3.13549e-20,TRUE
"FAM189A1",1,2.34373e-10,TRUE
"AC026150.8",1,1.22194e-12,TRUE
"KLF13",1,1.26974e-07,TRUE
"CHRNA7",1,1.87668e-08,TRUE
"GOLGA8O",1,2.01223e-18,TRUE
"RP11-1000B6.3",1,5.91189e-13,TRUE
"GOLGA8N",1,3.22249e-35,TRUE
"FMN1",1,7.00197e-22,TRUE
"ETHE1",2,1.02233e-16,TRUE
"ZNF284",2,2.79802e-12,TRUE
"CHRFAM7A",2,1.9695e-23,TRUE
"GOLGA8H",2,1.95037e-13,TRUE
"PSG9",3,2.07386e-08,TRUE
"AVEN",1,1.82126e-12,TRUE
"NOP10",1,3.57486e-06,TRUE
"GOLGA8A",1,9.17204e-09,TRUE
"GOLGA8B",1,1.81345e-12,TRUE
"GJD2",1,5.21339e-09,TRUE
"ZNF770",1,4.17713e-06,TRUE
"RP11-265N7.1",1,8.30219e-07,TRUE
"EIF2AK4",1,2.1485e-12,TRUE
"SRP14-AS1",1,4.24563e-23,TRUE
"PLCB2",1,1.99334e-21,TRUE
"DISP2",1,1.1029e-24,TRUE
"IVD",1,2.83617e-20,TRUE
"C15orf57",1,1.23862e-54,TRUE
"ZFYVE19",1,2.15784e-09,TRUE
"NDUFAF1",1,4.79294e-34,TRUE
"RPAP1",1,1.68045e-22,TRUE
"SPTBN5",1,1.86796e-35,TRUE
"RP11-23P13.7",1,2.38935e-08,TRUE
"VPS39",1,2.04361e-06,TRUE
"MTHFS",1,3.06116e-08,TRUE
"ST20-MTHFS",1,5.00641e-07,TRUE
"RP11-2E17.1",1,2.58433e-09,TRUE
"ARNT2",1,1.88709e-07,TRUE
"EFTUD1",1,3.04598e-09,TRUE
"FAM154B",1,6.56718e-31,TRUE
"GOLGA6L9",1,6.75681e-12,TRUE
"FAM103A1",1,4.22578e-17,TRUE
"C15orf40",1,1.81923e-15,TRUE
"TM6SF1",1,9.85842e-10,TRUE
"KLHL25",1,1.56112e-08,TRUE
"AEN",1,4.55305e-07,TRUE
"MFGE8",1,1.45877e-09,TRUE
"LINC00925",1,5.16071e-08,TRUE
"PLIN1",1,1.27396e-07,TRUE
"PEX11A",1,1.57384e-12,TRUE
"WDR93",1,3.5747e-14,TRUE
"AP3S2",1,3.1656e-65,TRUE
"C15orf38-AP3S2",1,1.23349e-60,TRUE
"C15orf38",1,6.15434e-10,TRUE
"IDH2",1,3.1066e-09,TRUE
"ZNF774",1,2.6854e-08,TRUE
"IQGAP1",1,8.40023e-28,TRUE
"FURIN",1,1.53481e-06,TRUE
"FES",1,5.54097e-21,TRUE
"UNC45A",1,4.00331e-08,TRUE
"RCCD1",1,1.06359e-14,TRUE
"ACTC1",2,9.96375e-08,TRUE
"KNSTRN",2,3.87193e-82,TRUE
"RP11-182J1.16",2,7.09585e-26,TRUE
"GOLGA6L4",2,2.31807e-36,TRUE
"SV2B",1,3.44957e-15,TRUE
"RP11-661P17.1",1,1.63586e-18,TRUE
"RGMA",1,8.88166e-07,TRUE
"SYNM",1,1.19152e-23,TRUE
"TTC23",1,1.227e-28,TRUE
"CTD-2054N24.2",1,8.82601e-41,TRUE
"RP11-526I2.5",1,8.18276e-56,TRUE
"RP11-66B24.7",1,1.29765e-12,TRUE
"RP11-66B24.1",1,9.05324e-09,TRUE
"PCSK6",1,8.08845e-08,TRUE
"NDUFA3",1,2.29247e-21,TRUE
"RPS9",1,6.31218e-16,TRUE
"CDC42EP5",1,1.04222e-06,TRUE
"NLRP2",1,2.36441e-26,TRUE
"RDH13",1,8.83988e-07,TRUE
"EPS8L1",1,1.14182e-06,TRUE
"CTD-2587H24.4",1,1.33981e-08,TRUE
"DNAAF3",1,1.1289e-11,TRUE
"SYT5",1,1.47892e-07,TRUE
"RPL28",1,2.11451e-17,TRUE
"SSC5D",1,3.69779e-12,TRUE
"SBK2",1,7.59217e-07,TRUE
"SBK3",1,1.81548e-06,TRUE
"CCDC106",1,8.39867e-07,TRUE
"ZSCAN5A",1,4.34069e-07,TRUE
"ZNF582-AS1",1,5.63122e-12,TRUE
"ZNF471",1,4.57546e-08,TRUE
"ZFP28",1,4.59443e-08,TRUE
"ZNF470",1,1.57946e-14,TRUE
"AURKC",1,1.69925e-11,TRUE
"ZNF543",1,1.68504e-06,TRUE
"TRAPPC2P1",1,4.25828e-07,TRUE
"AC004076.7",1,1.18257e-84,TRUE
"ZNF749",1,2.69141e-19,TRUE
"VN1R1",1,2.21322e-10,TRUE
"AC004076.9",1,1.56493e-06,TRUE
"ZNF772",1,5.6217e-26,TRUE
"ZNF419",1,4.96484e-21,TRUE
"ZNF773",1,1.66992e-08,TRUE
"ZNF550",1,2.85562e-24,TRUE
"ZIK1",1,7.22761e-07,TRUE
"ZNF586",1,4.94548e-18,TRUE
"ZNF587",1,2.62813e-08,TRUE
"ZNF814",1,1.69031e-09,TRUE
"CTD-2368P22.1",1,6.4028e-13,TRUE
"ZNF329",1,4.728e-06,TRUE
"AC010642.1",1,6.79978e-09,TRUE
"ZNF497",1,1.98227e-09,TRUE
"AC008746.12",2,9.55301e-09,TRUE
"ZNF304",2,1.01036e-06,TRUE
"ZNF584",1,1.41438e-36,TRUE
"CTD-2619J13.17",1,1.11695e-16,TRUE
"ZNF132",1,4.08357e-35,TRUE
"CTD-2619J13.19",1,4.35586e-07,TRUE
"UBA52",1,2.12004e-08,TRUE
"COMP",1,3.19862e-07,TRUE
"CERS1",1,1.39425e-06,TRUE
"CTC-559E9.4",1,5.21589e-17,TRUE
"ZNF506",1,7.42777e-16,TRUE
"AC007204.2",1,2.33055e-14,TRUE
"ZNF682",1,3.07656e-12,TRUE
"ZNF486",1,3.27643e-07,TRUE
"ZNF737",1,1.11644e-06,TRUE
"ZNF626",1,1.46988e-08,TRUE
"ZNF66",1,2.87149e-12,TRUE
"ZNF714",1,3.65436e-07,TRUE
"ZNF738",1,1.26147e-23,TRUE
"CTD-2561J22.3",1,6.43621e-07,TRUE
"ZNF429",1,3.49279e-19,TRUE
"RP11-678G14.3",1,5.04521e-42,TRUE
"ZNF100",1,1.72542e-59,TRUE
"ZNF208",1,1.55456e-14,TRUE
"ZNF257",1,3.75933e-21,TRUE
"ZNF676",1,5.21156e-14,TRUE
"ZNF492",1,1.02849e-15,TRUE
"ZNF681",1,1.39987e-06,TRUE
"CTD-2017D11.1",1,4.84453e-36,TRUE
"CTC-459F4.1",1,9.73054e-41,TRUE
"CTC-459F4.3",1,6.15669e-15,TRUE
"LINC00662",1,3.15824e-13,TRUE
"TSHZ3",1,8.38564e-07,TRUE
"ZNF507",1,1.51502e-08,TRUE
"PDCD5",1,3.31613e-16,TRUE
"CTD-2538C1.2",1,3.49416e-10,TRUE
"NUDT19",1,2.77724e-14,TRUE
"CTD-2085J24.4",1,8.19178e-07,TRUE
"C19orf40",1,3.63977e-10,TRUE
"RHPN2",1,2.68935e-10,TRUE
"GPATCH1",1,1.88987e-06,TRUE
"PEPD",1,8.03064e-20,TRUE
"CHST8",1,8.20062e-08,TRUE
"ZNF302",1,8.7983e-20,TRUE
"ZNF181",1,1.29038e-25,TRUE
"CTD-2626G11.2",2,7.04248e-13,TRUE
"ZNF85",2,1.48204e-06,TRUE
"ZNF708",2,1.7574e-07,TRUE
"LINC00664",2,2.45201e-11,TRUE
"ZNF98",2,1.42458e-10,TRUE
"AC079466.1",2,1.6365e-07,TRUE
"SCGB2B2",2,2.18635e-07,TRUE
"CTC-523E23.11",1,6.00131e-09,TRUE
"ZNF30",1,6.87451e-15,TRUE
"GRAMD1A",1,2.42844e-09,TRUE
"SCN1B",1,4.48841e-18,TRUE
"CD22",1,7.18132e-14,TRUE
"AC002511.3",1,2.83649e-07,TRUE
"SLC25A41",1,2.06761e-45,TRUE
"TNFSF14",1,1.92584e-06,TRUE
"GPR108",1,9.2632e-11,TRUE
"PEX11G",1,1.76893e-09,TRUE
"CTD-3214H19.4",1,6.61907e-11,TRUE
"STXBP2",1,4.31314e-18,TRUE
"RPS28",1,2.78591e-38,TRUE
"MARCH2",1,1.15354e-25,TRUE
"OR7D2",1,6.94789e-74,TRUE
"ZNF559",1,6.19584e-31,TRUE
"ZNF177",2,5.24309e-33,TRUE
"ZNF266",1,2.98125e-70,TRUE
"ZNF561",1,1.6897e-15,TRUE
"ZNF846",1,4.5485e-09,TRUE
"CTD-2369P2.2",1,1.94162e-07,TRUE
"S1PR2",1,2.12206e-07,TRUE
"PDE4A",1,4.87164e-07,TRUE
"KRI1",1,3.153e-12,TRUE
"ILF3-AS1",1,2.51125e-07,TRUE
"KANK2",1,1.004e-07,TRUE
"RGL3",1,1.73501e-14,TRUE
"ZNF440",1,2.16621e-06,TRUE
"SETDB2",1,3.62893e-12,TRUE
"PHF11",1,1.75859e-07,TRUE
"RCBTB1",1,1.02277e-11,TRUE
"EBPL",1,5.48005e-19,TRUE
"SPRYD7",1,2.0588e-07,TRUE
"DLEU1",1,9.42058e-07,TRUE
"RNASEH2B",1,8.3958e-43,TRUE
"ATP7B",1,1.88788e-10,TRUE
"NEK5",1,2.50067e-07,TRUE
"NEK3",1,1.60854e-24,TRUE
"CKAP2",1,3.53665e-32,TRUE
"HNRNPA1L2",1,4.66599e-09,TRUE
"OLFM4",1,1.96238e-09,TRUE
"PCDH20",1,1.38961e-08,TRUE
"PCDH9",1,3.33769e-06,TRUE
"KLHL1",1,8.93094e-13,TRUE
"BORA",1,1.28023e-07,TRUE
"CTD-2325M2.1",2,9.48045e-12,TRUE
"P2RY11",2,9.64793e-08,TRUE
"CAB39L",2,1.29709e-15,TRUE
"LINC00348",2,1.47662e-06,TRUE
"PIBF1",1,2.00604e-10,TRUE
"CLN5",1,9.29252e-11,TRUE
"GPC6",1,4.49766e-07,TRUE
"DCT",1,9.25095e-07,TRUE
"TGDS",1,6.20515e-07,TRUE
"GPR180",1,4.2924e-08,TRUE
"ABCC4",1,5.32073e-09,TRUE
"DZIP1",1,5.98945e-09,TRUE
"DNAJC3-AS1",1,1.79611e-07,TRUE
"DNAJC3",1,6.36722e-07,TRUE
"UGGT2",1,6.15337e-24,TRUE
"LINC00359",1,1.59157e-33,TRUE
"OXGR1",1,7.43273e-12,TRUE
"SLC15A1",1,1.87191e-12,TRUE
"DOCK9",1,4.17263e-07,TRUE
"GGACT",1,2.67804e-13,TRUE
"TMTC4",1,3.58689e-14,TRUE
"NALCN",1,2.10244e-08,TRUE
"CARKD",1,4.89596e-08,TRUE
"CARS2",1,9.30227e-09,TRUE
"ARHGEF7",1,3.365e-07,TRUE
"RP11-120K24.3",1,8.0757e-12,TRUE
"F7",1,1.35379e-10,TRUE
"GRTP1",1,3.97207e-12,TRUE
"DCUN1D2",1,5.42603e-07,TRUE
"TMCO3",1,1.4503e-10,TRUE
"TMEM255B",1,7.47653e-12,TRUE
"GAS6-AS2",1,4.64497e-07,TRUE
"RASA3",1,1.50851e-07,TRUE
"CDC16",1,6.26431e-16,TRUE
"UPF3A",1,8.92913e-13,TRUE
"GLB1L",1,8.31462e-07,TRUE
"EPHA4",1,8.0622e-18,TRUE
"DOCK10",1,5.89925e-07,TRUE
"COL4A4",1,5.60516e-07,TRUE
"COL4A3",1,7.76511e-07,TRUE
"MFF",1,4.56568e-10,TRUE
"SPHKAP",1,2.3211e-35,TRUE
"PID1",1,2.40908e-08,TRUE
"DNER",1,6.88411e-12,TRUE
"FBXO36",1,5.43805e-13,TRUE
"SLC16A14",1,2.22811e-07,TRUE
"ITM2C",1,9.14052e-09,TRUE
"C2orf72",1,8.95724e-12,TRUE
"HTR2B",1,1.17773e-16,TRUE
"B3GNT7",1,1.4665e-08,TRUE
