set,source,term_id,term_name,p_value_gSCS,query_size,term_size,n_intersect,genes
all76,GO:BP,GO:0070828,heterochromatin organization,1.0,48,172,1,BLOC1S2
all76,GO:BP,GO:0071425,hematopoietic stem cell proliferation,1.0,48,35,1,YTHDF2
all76,GO:BP,GO:0071396,cellular response to lipid,1.0,48,600,3,DUSP13;GIT1;KCNJ11
all76,GO:BP,GO:0071392,cellular response to estradiol stimulus,1.0,48,33,1,DUSP13
all76,GO:BP,GO:0071375,cellular response to peptide hormone stimulus,1.0,48,351,2,CDC123;Metazoa_SRP
all76,GO:BP,GO:0071363,cellular response to growth factor stimulus,1.0,48,706,2,CHD4;RP1-159A19.4
all76,GO:BP,GO:0071357,cellular response to type I interferon,1.0,48,86,1,YTHDF2
all76,GO:BP,GO:0071346,cellular response to type II interferon,1.0,48,101,1,FAM184A
all76,GO:BP,GO:0071345,cellular response to cytokine stimulus,1.0,48,891,2,FAM184A;YTHDF2
all76,GO:BP,GO:0071333,cellular response to glucose stimulus,1.0,48,139,2,HSD17B12;NTAN1
all76,GO:BP,GO:0071331,cellular response to hexose stimulus,1.0,48,142,2,HSD17B12;NTAN1
all76,GO:BP,GO:0071326,cellular response to monosaccharide stimulus,1.0,48,144,2,HSD17B12;NTAN1
all76,GO:BP,GO:0071322,cellular response to carbohydrate stimulus,1.0,48,151,2,HSD17B12;NTAN1
all76,GO:BP,GO:0071230,cellular response to amino acid stimulus,1.0,48,87,1,KRT8P46
all76,GO:BP,GO:0071229,cellular response to acid chemical,1.0,48,95,1,KRT8P46
all76,GO:BP,GO:0071222,cellular response to lipopolysaccharide,1.0,48,214,1,KCNJ11
all76,GO:BP,GO:0071219,cellular response to molecule of bacterial origin,1.0,48,225,1,KCNJ11
all76,GO:BP,GO:0071773,cellular response to BMP stimulus,1.0,48,171,1,RP1-159A19.4
all76,GO:BP,GO:0071772,response to BMP,1.0,48,171,1,RP1-159A19.4
all76,GO:BP,GO:0071705,nitrogen compound transport,1.0,48,798,3,NTAN1;RP11-464F9.1;TSPAN14
all76,GO:BP,GO:0071695,anatomical structure maturation,1.0,48,272,2,NTAN1;YTHDF2
all76,GO:BP,GO:0071692,protein localization to extracellular region,1.0,48,366,2,NTAN1;RP11-464F9.1
all76,GO:BP,GO:0071677,positive regulation of mononuclear cell migration,1.0,48,96,1,MAST4-AS1
all76,GO:BP,GO:0071675,regulation of mononuclear cell migration,1.0,48,142,1,MAST4-AS1
all76,GO:BP,GO:0071674,mononuclear cell migration,1.0,48,223,1,MAST4-AS1
all76,GO:BP,GO:0071670,smooth muscle cell chemotaxis,1.0,48,8,1,NRBF2
all76,GO:BP,GO:0071636,positive regulation of transforming growth factor beta production,1.0,48,17,1,RP1-159A19.4
all76,GO:BP,GO:0071634,regulation of transforming growth factor beta production,1.0,48,30,1,RP1-159A19.4
all76,GO:BP,GO:0071616,acyl-CoA biosynthetic process,1.0,48,51,1,RP11-464F9.9
all76,GO:BP,GO:0071604,transforming growth factor beta production,1.0,48,33,1,RP1-159A19.4
all76,GO:BP,GO:0071560,cellular response to transforming growth factor beta stimulus,1.0,48,257,2,CHD4;RP1-159A19.4
all76,GO:BP,GO:0071559,response to transforming growth factor beta,1.0,48,264,2,CHD4;RP1-159A19.4
all76,GO:BP,GO:0071495,cellular response to endogenous stimulus,1.0,48,1238,4,CDC123;CHD4;Metazoa_SRP;RP1-159A19.4
all76,GO:BP,GO:0072384,organelle transport along microtubule,1.0,48,90,1,MED27
all76,GO:BP,GO:0072359,circulatory system development,1.0,48,1135,5,ARL13B;NRBF2;RP1-159A19.4;RP11-464F9.1;U6
all76,GO:BP,GO:0072330,monocarboxylic acid biosynthetic process,1.0,48,215,2,RP11-464F9.9;ZNF236
all76,GO:BP,GO:0072329,monocarboxylic acid catabolic process,1.0,48,124,1,CDC123
all76,GO:BP,GO:0072132,mesenchyme morphogenesis,1.0,48,58,1,RP1-159A19.4
all76,GO:BP,GO:0072089,stem cell proliferation,1.0,48,125,1,YTHDF2
all76,GO:BP,GO:0071963,establishment or maintenance of cell polarity regulating cell shape,1.0,48,4,1,NRBF2
all76,GO:BP,GO:0071941,nitrogen cycle metabolic process,1.0,48,17,1,FAM184A
all76,GO:BP,GO:0071902,positive regulation of protein serine/threonine kinase activity,1.0,48,110,1,ARG1
all76,GO:BP,GO:0071900,regulation of protein serine/threonine kinase activity,1.0,48,193,1,ARG1
all76,GO:BP,GO:0071887,leukocyte apoptotic process,1.0,48,117,1,U6
all76,GO:BP,GO:0071840,cellular component organization or biogenesis,1.0,48,8538,21,ARL13B;BLOC1S2;BMPR1A;C6orf106;GIT1;KCNJ11;LRRC41;MAST4-AS1;MED27;Metazoa_SRP;NRBF2;NTAN1;PHBP9;PTPRN;RP1-159A19.4;RP11-464F9.9;SH3BGRL3;THAP8;U6;YTHDF2;ZBTB6
all76,GO:BP,GO:0071838,cell proliferation in bone marrow,1.0,48,8,1,U6
all76,GO:BP,GO:0071830,triglyceride-rich lipoprotein particle clearance,1.0,48,7,1,U6
all76,GO:BP,GO:0071824,protein-DNA complex organization,1.0,48,233,2,MAST4-AS1;ZBTB6
all76,GO:BP,GO:0071805,potassium ion transmembrane transport,1.0,48,199,1,RP11-464F9.1
all76,GO:BP,GO:0072666,establishment of protein localization to vacuole,1.0,48,57,1,AC002116.7
all76,GO:BP,GO:0072665,protein localization to vacuole,1.0,48,79,1,AC002116.7
all76,GO:BP,GO:0072659,protein localization to plasma membrane,1.0,48,286,1,RP4-756G23.5
all76,GO:BP,GO:0072657,protein localization to membrane,1.0,48,445,2,ARL13B;RP4-756G23.5
all76,GO:BP,GO:0072594,establishment of protein localization to organelle,1.0,48,587,1,AC002116.7
all76,GO:BP,GO:0072593,reactive oxygen species metabolic process,1.0,48,228,1,U6
all76,GO:BP,GO:0072583,clathrin-dependent endocytosis,1.0,48,49,1,C6orf106
all76,GO:BP,GO:0072576,liver morphogenesis,1.0,48,3,1,U6
all76,GO:BP,GO:0072553,terminal button organization,1.0,48,6,1,PHBP9
all76,GO:BP,GO:0072539,T-helper 17 cell differentiation,1.0,48,41,1,ZNF34
all76,GO:BP,GO:0072538,T-helper 17 type immune response,1.0,48,55,1,ZNF34
all76,GO:BP,GO:0072526,pyridine-containing compound catabolic process,1.0,48,105,2,KCNJ11;U6
all76,GO:BP,GO:0072524,pyridine-containing compound metabolic process,1.0,48,173,2,KCNJ11;U6
all76,GO:BP,GO:0072523,purine-containing compound catabolic process,1.0,48,157,2,KCNJ11;U6
all76,GO:BP,GO:0072522,purine-containing compound biosynthetic process,1.0,48,258,2,RP11-464F9.9;U6
all76,GO:BP,GO:0072521,purine-containing compound metabolic process,1.0,48,567,3,KCNJ11;RP11-464F9.9;U6
all76,GO:BP,GO:0090181,regulation of cholesterol metabolic process,1.0,48,42,1,GIT1
all76,GO:BP,GO:0090101,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,1.0,48,149,1,CHD4
all76,GO:BP,GO:0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,1.0,48,106,1,RP1-159A19.4
all76,GO:BP,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,1.0,48,270,2,CHD4;RP1-159A19.4
all76,GO:BP,GO:0090087,regulation of peptide transport,1.0,48,209,1,RP11-464F9.1
all76,GO:BP,GO:0090066,regulation of anatomical structure size,1.0,48,498,1,MED27
all76,GO:BP,GO:0090063,positive regulation of microtubule nucleation,1.0,48,8,1,KCNJ11
all76,GO:BP,GO:0090037,positive regulation of protein kinase C signaling,1.0,48,3,1,GIT1
all76,GO:BP,GO:0090036,regulation of protein kinase C signaling,1.0,48,4,1,GIT1
all76,GO:BP,GO:0090030,regulation of steroid hormone biosynthetic process,1.0,48,15,1,GIT1
all76,GO:BP,GO:0080171,lytic vacuole organization,1.0,48,111,1,U6
all76,GO:BP,GO:0080134,regulation of response to stress,1.0,48,1410,4,FAM184A;KCNJ11;YTHDF2;ZNF236
all76,GO:BP,GO:0072683,T cell extravasation,1.0,48,15,1,MAST4-AS1
all76,GO:BP,GO:0072678,T cell migration,1.0,48,78,1,MAST4-AS1
all76,GO:BP,GO:0072676,lymphocyte migration,1.0,48,112,1,MAST4-AS1
all76,GO:BP,GO:0097305,response to alcohol,1.0,48,238,1,U6
all76,GO:BP,GO:0097191,extrinsic apoptotic signaling pathway,1.0,48,233,1,MED27
all76,GO:BP,GO:0097190,apoptotic signaling pathway,1.0,48,612,1,MED27
all76,GO:BP,GO:0097009,energy homeostasis,1.0,48,84,1,U6
all76,GO:BP,GO:0097006,regulation of plasma lipoprotein particle levels,1.0,48,78,1,U6
all76,GO:BP,GO:0090596,sensory organ morphogenesis,1.0,48,294,1,LRIG1
all76,GO:BP,GO:0090594,inflammatory response to wounding,1.0,48,29,1,KCNJ11
all76,GO:BP,GO:0090559,regulation of membrane permeability,1.0,48,67,1,MED27
all76,GO:BP,GO:0090407,organophosphate biosynthetic process,1.0,48,603,4,CTD-2037K23.2;GIT1;RP11-464F9.9;U6
all76,GO:BP,GO:0090398,cellular senescence,1.0,48,98,1,RP1-159A19.4
all76,GO:BP,GO:0090304,nucleic acid metabolic process,1.0,48,7401,21,BLOC1S2;CDC123;CHD4;DAGLB;DUSP13;GIT1;HERPUD2;HSD17B12;MAST4-AS1;MED27;NTAN1;PHBP9;PTPRN;RP1-159A19.4;SAP130;SNX16;SPDYE2;TSPAN14;YTHDF2;ZBTB6;ZNF34
all76,GO:BP,GO:0090287,regulation of cellular response to growth factor stimulus,1.0,48,318,1,CHD4
all76,GO:BP,GO:0090278,negative regulation of peptide hormone secretion,1.0,48,49,1,RP11-464F9.1
all76,GO:BP,GO:0090276,regulation of peptide hormone secretion,1.0,48,204,1,RP11-464F9.1
all76,GO:BP,GO:0090208,positive regulation of triglyceride metabolic process,1.0,48,19,1,ZNF236
all76,GO:BP,GO:0090207,regulation of triglyceride metabolic process,1.0,48,38,1,ZNF236
all76,GO:BP,GO:0098916,anterograde trans-synaptic signaling,1.0,48,765,1,KCNJ11
all76,GO:BP,GO:0098813,nuclear chromosome segregation,1.0,48,324,1,PTPRN
all76,GO:BP,GO:0098739,import across plasma membrane,1.0,48,257,1,RP11-464F9.1
all76,GO:BP,GO:0098727,maintenance of cell number,1.0,48,185,3,CHD4;RP1-159A19.4;ZBTB6
all76,GO:BP,GO:0098659,inorganic cation import across plasma membrane,1.0,48,125,1,RP11-464F9.1
all76,GO:BP,GO:0098657,import into cell,1.0,48,958,4,C6orf106;GIT1;RP11-464F9.1;U6
all76,GO:BP,GO:0098655,monoatomic cation transmembrane transport,1.0,48,859,1,RP11-464F9.1
all76,GO:BP,GO:0098609,cell-cell adhesion,1.0,48,965,5,C6orf106;FAM184A;NRBF2;YTHDF2;ZNF34
all76,GO:BP,GO:0098542,defense response to other organism,1.0,48,1121,2,FAM184A;YTHDF2
all76,GO:BP,GO:0098508,endothelial to hematopoietic transition,1.0,48,3,1,YTHDF2
all76,GO:BP,GO:0097500,receptor localization to non-motile cilium,1.0,48,5,1,ARL13B
all76,GO:BP,GO:0097499,protein localization to non-motile cilium,1.0,48,13,1,ARL13B
all76,GO:BP,GO:0097494,regulation of vesicle size,1.0,48,18,1,MED27
all76,GO:BP,GO:0097479,synaptic vesicle localization,1.0,48,62,1,MED27
all76,GO:BP,GO:0097435,supramolecular fiber organization,1.0,48,798,2,KCNJ11;MED27
all76,GO:BP,GO:0097345,mitochondrial outer membrane permeabilization,1.0,48,34,1,MED27
all76,GO:BP,GO:0099643,signal release from synapse,1.0,48,149,1,KCNJ11
all76,GO:BP,GO:0099587,inorganic ion import across plasma membrane,1.0,48,125,1,RP11-464F9.1
all76,GO:BP,GO:0099537,trans-synaptic signaling,1.0,48,772,1,KCNJ11
all76,GO:BP,GO:0099536,synaptic signaling,1.0,48,803,1,KCNJ11
all76,GO:BP,GO:0099518,vesicle cytoskeletal trafficking,1.0,48,59,1,MED27
all76,GO:BP,GO:0099517,synaptic vesicle transport along microtubule,1.0,48,19,1,MED27
all76,GO:BP,GO:0099514,synaptic vesicle cytoskeletal transport,1.0,48,19,1,MED27
all76,GO:BP,GO:0099505,regulation of presynaptic membrane potential,1.0,48,31,1,RP11-464F9.1
all76,GO:BP,GO:0099504,synaptic vesicle cycle,1.0,48,211,2,GIT1;KCNJ11
all76,GO:BP,GO:0099177,regulation of trans-synaptic signaling,1.0,48,504,1,KCNJ11
all76,GO:BP,GO:0099172,presynapse organization,1.0,48,54,1,PHBP9
all76,GO:BP,GO:0099171,presynaptic modulation of chemical synaptic transmission,1.0,48,38,1,KCNJ11
all76,GO:BP,GO:0099111,microtubule-based transport,1.0,48,222,1,MED27
all76,GO:BP,GO:0099003,vesicle-mediated transport in synapse,1.0,48,246,2,GIT1;KCNJ11
all76,GO:BP,GO:0098930,axonal transport,1.0,48,66,1,MED27
all76,GO:BP,GO:0098927,vesicle-mediated transport between endosomal compartments,1.0,48,46,1,AC002116.7
all76,GO:BP,GO:0140354,lipid import into cell,1.0,48,21,1,U6
all76,GO:BP,GO:0140352,export from cell,1.0,48,914,3,KCNJ11;NTAN1;RP11-464F9.1
all76,GO:BP,GO:0140238,presynaptic endocytosis,1.0,48,75,1,GIT1
all76,GO:BP,GO:0140053,mitochondrial gene expression,1.0,48,175,1,SNX16
all76,GO:BP,GO:0140013,meiotic nuclear division,1.0,48,199,1,PTPRN
all76,GO:BP,GO:0120255,olefinic compound biosynthetic process,1.0,48,30,1,GIT1
all76,GO:BP,GO:0120254,olefinic compound metabolic process,1.0,48,158,2,GIT1;ZNF236
all76,GO:BP,GO:0120178,steroid hormone biosynthetic process,1.0,48,47,2,GIT1;RP11-464F9.9
all76,GO:BP,GO:0120162,positive regulation of cold-induced thermogenesis,1.0,48,101,1,KRT8P46
all76,GO:BP,GO:0120161,regulation of cold-induced thermogenesis,1.0,48,150,1,KRT8P46
all76,GO:BP,GO:0120036,plasma membrane bounded cell projection organization,1.0,48,1582,4,ARL13B;MED27;NRBF2;RP1-159A19.4
all76,GO:BP,GO:0120035,regulation of plasma membrane bounded cell projection organization,1.0,48,623,1,RP1-159A19.4
all76,GO:BP,GO:0120031,plasma membrane bounded cell projection assembly,1.0,48,602,2,ARL13B;NRBF2
all76,GO:BP,GO:0106106,cold-induced thermogenesis,1.0,48,151,1,KRT8P46
all76,GO:BP,GO:0106015,negative regulation of inflammatory response to wounding,1.0,48,10,1,KCNJ11
all76,GO:BP,GO:0106014,regulation of inflammatory response to wounding,1.0,48,12,1,KCNJ11
all76,GO:BP,GO:0170039,proteinogenic amino acid metabolic process,1.0,48,142,1,FAM184A
all76,GO:BP,GO:0170035,L-amino acid catabolic process,1.0,48,81,1,FAM184A
all76,GO:BP,GO:0170033,L-amino acid metabolic process,1.0,48,143,1,FAM184A
all76,GO:BP,GO:0160307,protein biosynthetic process,1.0,48,712,2,DGKQ;YTHDF2
all76,GO:BP,GO:0141188,nucleic acid catabolic process,1.0,48,341,3,SNX16;YTHDF2;ZNF34
all76,GO:BP,GO:0141187,nucleic acid biosynthetic process,1.0,48,6735,19,BLOC1S2;CDC123;CHD4;DAGLB;DUSP13;GIT1;HERPUD2;HSD17B12;MAST4-AS1;MED27;NTAN1;PHBP9;RP1-159A19.4;SAP130;SNX16;SPDYE2;TSPAN14;YTHDF2;ZBTB6
all76,GO:BP,GO:0141124,intracellular signaling cassette,1.0,48,1866,6,KCNJ11;KRT8P46;RP1-159A19.4;RP11-464F9.1;U6;ZNF34
all76,GO:BP,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,1.0,48,345,2,CHD4;RP1-159A19.4
all76,GO:BP,GO:0141061,disruption of cell in another organism,1.0,48,79,1,FAM184A
all76,GO:BP,GO:0141060,disruption of anatomical structure in another organism,1.0,48,83,1,FAM184A
all76,GO:BP,GO:0140962,multicellular organismal-level chemical homeostasis,1.0,48,79,1,U6
all76,GO:BP,GO:0140888,interferon-mediated signaling pathway,1.0,48,111,2,FAM184A;YTHDF2
all76,GO:BP,GO:0140718,facultative heterochromatin formation,1.0,48,14,1,BLOC1S2
all76,GO:BP,GO:0140694,membraneless organelle assembly,1.0,48,436,1,YTHDF2
all76,GO:BP,GO:0140546,defense response to symbiont,1.0,48,1100,2,FAM184A;YTHDF2
all76,GO:BP,GO:0140527,reciprocal homologous recombination,1.0,48,59,1,PTPRN
all76,GO:BP,GO:1901355,response to rapamycin,1.0,48,6,1,U6
all76,GO:BP,GO:1901293,nucleoside phosphate biosynthetic process,1.0,48,317,2,RP11-464F9.9;U6
all76,GO:BP,GO:1901292,nucleoside phosphate catabolic process,1.0,48,184,2,KCNJ11;U6
all76,GO:BP,GO:1901224,positive regulation of non-canonical NF-kappaB signal transduction,1.0,48,63,1,ZNF34
all76,GO:BP,GO:1901222,regulation of non-canonical NF-kappaB signal transduction,1.0,48,94,1,ZNF34
all76,GO:BP,GO:1901137,carbohydrate derivative biosynthetic process,1.0,48,556,2,CTD-2037K23.2;U6
all76,GO:BP,GO:1901136,carbohydrate derivative catabolic process,1.0,48,248,2,KCNJ11;U6
all76,GO:BP,GO:1901135,carbohydrate derivative metabolic process,1.0,48,943,3,CTD-2037K23.2;KCNJ11;U6
all76,GO:BP,GO:1900543,negative regulation of purine nucleotide metabolic process,1.0,48,27,1,KCNJ11
all76,GO:BP,GO:1900542,regulation of purine nucleotide metabolic process,1.0,48,85,1,KCNJ11
all76,GO:BP,GO:1900242,regulation of synaptic vesicle endocytosis,1.0,48,20,1,GIT1
all76,GO:BP,GO:1900150,regulation of defense response to fungus,1.0,48,6,1,FAM184A
all76,GO:BP,GO:1900006,positive regulation of dendrite development,1.0,48,15,1,RP1-159A19.4
all76,GO:BP,GO:0180046,GPI anchored protein biosynthesis,1.0,48,32,1,CTD-2037K23.2
all76,GO:BP,GO:0170062,nutrient storage,1.0,48,90,2,DUSP13;U6
all76,GO:BP,GO:0170040,proteinogenic amino acid catabolic process,1.0,48,79,1,FAM184A
all76,GO:BP,GO:1902106,negative regulation of leukocyte differentiation,1.0,48,111,1,ZNF34
all76,GO:BP,GO:1902105,regulation of leukocyte differentiation,1.0,48,329,1,ZNF34
all76,GO:BP,GO:1902036,regulation of hematopoietic stem cell differentiation,1.0,48,16,1,YTHDF2
all76,GO:BP,GO:1901888,regulation of cell junction assembly,1.0,48,258,1,PHBP9
all76,GO:BP,GO:1901701,cellular response to oxygen-containing compound,1.0,48,1194,7,CDC123;DUSP13;GIT1;HSD17B12;KCNJ11;Metazoa_SRP;NTAN1
all76,GO:BP,GO:1901700,response to oxygen-containing compound,1.0,48,1632,10,CDC123;DGKQ;DUSP13;GIT1;HSD17B12;KCNJ11;Metazoa_SRP;NTAN1;RP11-464F9.1;U6
all76,GO:BP,GO:1901699,cellular response to nitrogen compound,1.0,48,676,2,CDC123;Metazoa_SRP
all76,GO:BP,GO:1901698,response to nitrogen compound,1.0,48,941,6,CDC123;DGKQ;GIT1;Metazoa_SRP;RP11-464F9.1;U6
all76,GO:BP,GO:1901696,cannabinoid biosynthetic process,1.0,48,3,1,ZNF236
all76,GO:BP,GO:1901654,response to ketone,1.0,48,205,1,U6
all76,GO:BP,GO:1901652,response to peptide,1.0,48,993,2,FAM184A;YTHDF2
all76,GO:BP,GO:1901606,alpha-amino acid catabolic process,1.0,48,89,1,FAM184A
all76,GO:BP,GO:1901605,alpha-amino acid metabolic process,1.0,48,186,1,FAM184A
all76,GO:BP,GO:1901570,fatty acid derivative biosynthetic process,1.0,48,51,1,RP11-464F9.9
all76,GO:BP,GO:1901568,fatty acid derivative metabolic process,1.0,48,77,1,RP11-464F9.9
all76,GO:BP,GO:1901532,regulation of hematopoietic progenitor cell differentiation,1.0,48,40,1,YTHDF2
all76,GO:BP,GO:1902903,regulation of supramolecular fiber organization,1.0,48,377,1,KCNJ11
all76,GO:BP,GO:1902895,positive regulation of miRNA transcription,1.0,48,57,1,RP1-159A19.4
all76,GO:BP,GO:1902893,regulation of miRNA transcription,1.0,48,75,1,RP1-159A19.4
all76,GO:BP,GO:1902686,mitochondrial outer membrane permeabilization involved in programmed cell death,1.0,48,40,1,MED27
all76,GO:BP,GO:1902680,positive regulation of RNA biosynthetic process,1.0,48,1674,10,BLOC1S2;CDC123;DUSP13;MAST4-AS1;MED27;NTAN1;PHBP9;RP1-159A19.4;SAP130;ZBTB6
all76,GO:BP,GO:1902679,negative regulation of RNA biosynthetic process,1.0,48,1284,6,BLOC1S2;CHD4;DUSP13;PHBP9;SAP130;SPDYE2
all76,GO:BP,GO:1902653,secondary alcohol biosynthetic process,1.0,48,61,1,U6
all76,GO:BP,GO:1902652,secondary alcohol metabolic process,1.0,48,154,2,GIT1;U6
all76,GO:BP,GO:1902645,tertiary alcohol biosynthetic process,1.0,48,10,1,GIT1
all76,GO:BP,GO:1902644,tertiary alcohol metabolic process,1.0,48,22,1,GIT1
all76,GO:BP,GO:1902533,positive regulation of intracellular signal transduction,1.0,48,1108,4,GIT1;KRT8P46;RP1-159A19.4;ZNF34
all76,GO:BP,GO:1902531,regulation of intracellular signal transduction,1.0,48,1945,5,GIT1;KCNJ11;KRT8P46;RP1-159A19.4;ZNF34
all76,GO:BP,GO:1902459,positive regulation of stem cell population maintenance,1.0,48,49,1,CHD4
all76,GO:BP,GO:1902455,negative regulation of stem cell population maintenance,1.0,48,22,1,CHD4
all76,GO:BP,GO:1902110,positive regulation of mitochondrial membrane permeability involved in apoptotic process,1.0,48,38,1,MED27
all76,GO:BP,GO:1902108,regulation of mitochondrial membrane permeability involved in apoptotic process,1.0,48,44,1,MED27
all76,GO:BP,GO:1903421,regulation of synaptic vesicle recycling,1.0,48,25,1,GIT1
all76,GO:BP,GO:1903413,cellular response to bile acid,1.0,48,4,1,GIT1
all76,GO:BP,GO:1903412,response to bile acid,1.0,48,6,1,GIT1
all76,GO:BP,GO:1903409,reactive oxygen species biosynthetic process,1.0,48,56,1,U6
all76,GO:BP,GO:1903313,positive regulation of mRNA metabolic process,1.0,48,136,2,YTHDF2;ZNF34
all76,GO:BP,GO:1903311,regulation of mRNA metabolic process,1.0,48,304,3,SNX16;YTHDF2;ZNF34
all76,GO:BP,GO:1903305,regulation of regulated secretory pathway,1.0,48,126,1,KCNJ11
all76,GO:BP,GO:1903131,mononuclear cell differentiation,1.0,48,523,3,TSPAN14;U6;ZNF34
all76,GO:BP,GO:1903046,meiotic cell cycle process,1.0,48,222,2,PTPRN;YTHDF2
all76,GO:BP,GO:1903039,positive regulation of leukocyte cell-cell adhesion,1.0,48,276,1,C6orf106
all76,GO:BP,GO:1903038,negative regulation of leukocyte cell-cell adhesion,1.0,48,143,2,FAM184A;ZNF34
all76,GO:BP,GO:1903037,regulation of leukocyte cell-cell adhesion,1.0,48,375,3,C6orf106;FAM184A;ZNF34
all76,GO:BP,GO:1903035,negative regulation of response to wounding,1.0,48,94,1,KCNJ11
all76,GO:BP,GO:1903034,regulation of response to wounding,1.0,48,163,1,KCNJ11
all76,GO:BP,GO:1902930,regulation of alcohol biosynthetic process,1.0,48,49,1,GIT1
all76,GO:BP,GO:1902905,positive regulation of supramolecular fiber organization,1.0,48,171,1,KCNJ11
all76,GO:BP,GO:1904031,positive regulation of cyclin-dependent protein kinase activity,1.0,48,29,1,ARG1
all76,GO:BP,GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,1.0,48,142,1,CHD4
all76,GO:BP,GO:1903828,negative regulation of protein localization,1.0,48,202,1,RP11-464F9.1
all76,GO:BP,GO:1903707,negative regulation of hemopoiesis,1.0,48,116,1,ZNF34
all76,GO:BP,GO:1903706,regulation of hemopoiesis,1.0,48,425,1,ZNF34
all76,GO:BP,GO:1903679,positive regulation of cap-independent translational initiation,1.0,48,3,1,YTHDF2
all76,GO:BP,GO:1903677,regulation of cap-independent translational initiation,1.0,48,3,1,YTHDF2
all76,GO:BP,GO:1903579,negative regulation of ATP metabolic process,1.0,48,24,1,KCNJ11
all76,GO:BP,GO:1903578,regulation of ATP metabolic process,1.0,48,75,1,KCNJ11
all76,GO:BP,GO:1903538,regulation of meiotic cell cycle process involved in oocyte maturation,1.0,48,2,1,YTHDF2
all76,GO:BP,GO:1903537,meiotic cell cycle process involved in oocyte maturation,1.0,48,7,1,YTHDF2
all76,GO:BP,GO:1903531,negative regulation of secretion by cell,1.0,48,146,1,RP11-464F9.1
all76,GO:BP,GO:1903530,regulation of secretion by cell,1.0,48,556,2,KCNJ11;RP11-464F9.1
all76,GO:BP,GO:1903509,liposaccharide metabolic process,1.0,48,106,1,CTD-2037K23.2
all76,GO:BP,GO:1903441,protein localization to ciliary membrane,1.0,48,12,1,ARL13B
all76,GO:BP,GO:1903432,regulation of TORC1 signaling,1.0,48,99,1,GIT1
all76,GO:BP,GO:1990573,potassium ion import across plasma membrane,1.0,48,47,1,RP11-464F9.1
all76,GO:BP,GO:1990502,dense core granule maturation,1.0,48,3,1,NTAN1
all76,GO:BP,GO:1905770,regulation of mesodermal cell differentiation,1.0,48,8,1,RP1-159A19.4
all76,GO:BP,GO:1905710,positive regulation of membrane permeability,1.0,48,46,1,MED27
all76,GO:BP,GO:1905515,non-motile cilium assembly,1.0,48,67,1,ARL13B
all76,GO:BP,GO:1905285,fibrous ring of heart morphogenesis,1.0,48,1,1,RP1-159A19.4
all76,GO:BP,GO:1905143,eukaryotic translation initiation factor 2 complex assembly,1.0,48,1,1,THAP8
all76,GO:BP,GO:1904950,negative regulation of establishment of protein localization,1.0,48,124,1,RP11-464F9.1
all76,GO:BP,GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,1.0,48,35,1,RP1-159A19.4
all76,GO:BP,GO:1904705,regulation of vascular associated smooth muscle cell proliferation,1.0,48,57,1,RP1-159A19.4
all76,GO:BP,GO:1904692,positive regulation of type B pancreatic cell proliferation,1.0,48,5,1,NTAN1
all76,GO:BP,GO:1904690,positive regulation of cytoplasmic translational initiation,1.0,48,7,1,YTHDF2
all76,GO:BP,GO:1904688,regulation of cytoplasmic translational initiation,1.0,48,9,1,YTHDF2
all76,GO:BP,GO:1904638,response to resveratrol,1.0,48,2,1,RP11-464F9.1
all76,GO:BP,GO:1904414,positive regulation of cardiac ventricle development,1.0,48,1,1,RP1-159A19.4
all76,GO:BP,GO:1904412,regulation of cardiac ventricle development,1.0,48,1,1,RP1-159A19.4
all76,GO:BP,GO:2000241,regulation of reproductive process,1.0,48,196,1,YTHDF2
all76,GO:BP,GO:2000232,regulation of rRNA processing,1.0,48,15,1,YTHDF2
all76,GO:BP,GO:2000182,regulation of progesterone biosynthetic process,1.0,48,3,1,GIT1
all76,GO:BP,GO:2000147,positive regulation of cell motility,1.0,48,571,3,KRT8P46;MAST4-AS1;SAP130
all76,GO:BP,GO:2000146,negative regulation of cell motility,1.0,48,308,2,CHD4;RP1-159A19.4
all76,GO:BP,GO:2000145,regulation of cell motility,1.0,48,1005,5,CHD4;KRT8P46;MAST4-AS1;RP1-159A19.4;SAP130
all76,GO:BP,GO:2000144,positive regulation of DNA-templated transcription initiation,1.0,48,68,2,MAST4-AS1;ZBTB6
all76,GO:BP,GO:2000142,regulation of DNA-templated transcription initiation,1.0,48,81,2,MAST4-AS1;ZBTB6
all76,GO:BP,GO:2000064,regulation of cortisol biosynthetic process,1.0,48,7,1,GIT1
all76,GO:BP,GO:2000036,regulation of stem cell population maintenance,1.0,48,70,1,CHD4
all76,GO:BP,GO:2000027,regulation of animal organ morphogenesis,1.0,48,82,1,RP1-159A19.4
all76,GO:BP,GO:2000026,regulation of multicellular organismal development,1.0,48,1392,3,RP1-159A19.4;YTHDF2;ZNF34
all76,GO:BP,GO:1990874,vascular associated smooth muscle cell proliferation,1.0,48,58,1,RP1-159A19.4
all76,GO:BP,GO:1990849,vacuolar localization,1.0,48,88,1,MED27
